ticker,isin,fund_name,inception_date,category,rating,risk_rating,performance_rating,equity_style_score,equity_size_score,price_prospective_earnings,price_book_ratio,price_sales_ratio,price_cash_flow_ratio,dividend_yield_factor,long_term_projected_earnings_growth,historical_earnings_growth,sales_growth,cash_flow_growth,book_value_growth,roa,roe,roic,asset_stock,asset_bond,asset_cash,asset_other,sector_basic_materials,sector_consumer_cyclical,sector_financial_services,sector_consumer_defensive,sector_communication_services,sector_industrials,sector_technology,market_cap_giant,market_cap_large,market_cap_medium,market_cap_small,market_cap_micro,ongoing_cost,management_fees,environmental_score,social_score,governance_score,sustainability_score,involvement_abortive_contraceptive,involvement_alcohol,involvement_animal_testing,involvement_controversial_weapons,involvement_gambling,involvement_gmo,involvement_military_contracting,involvement_nuclear,involvement_palm_oil,involvement_pesticides,involvement_small_arms,involvement_thermal_coal,involvement_tobacco,nav_per_share,shareclass_size,fund_size,fund_trailing_return_ytd,fund_trailing_return_3years,fund_trailing_return_5years,fund_return_2019,fund_return_2018,fund_return_2017,fund_return_2016,fund_return_2020_q3,fund_return_2020_q2,fund_return_2020_q1,fund_return_2019_q4,fund_return_2019_q3,fund_return_2019_q2,fund_return_2019_q1,fund_return_2018_q4,fund_return_2018_q3,fund_return_2018_q2,fund_return_2018_q1,fund_return_2017_q4,fund_return_2017_q3,fund_return_2017_q2,fund_return_2017_q1,fund_return_2016_q4,fund_return_2016_q3,fund_return_2016_q2,fund_return_2016_q1,fund_return_2015_q4,quarters_up,quarters_down
0P0000OO1Z,IE00B5BMR087,iShares Core S&P 500 UCITS ETF USD (Acc),2010-05-19,US Large-Cap Blend Equity,5.0,2.0,5.0,157.03,300.35,19.42,3.1,2.26,13.08,1.97,9.24,11.25,6.92,7.58,6.68,8.88,26.75,14.77,99.77,0.0,0.23,0.0,2.28,11.0,13.14,7.37,11.04,8.94,24.17,48.61,34.7,16.11,0.58,0.0,0.07,0.0,3.83,10.8,7.9,22.54,9.12,0.18,17.78,1.89,0.11,0.07,2.41,2.19,0.0,0.12,0.75,1.62,0.67,358.65,39461730000.0,41119220000.0,12.71,12.93,17.05,26.72,-0.08,11.04,31.71,5.25,17.18,-11.96,1.07,5.33,6.67,11.6,-12.47,8.23,10.92,-4.92,6.32,0.87,-1.06,4.65,9.18,7.94,8.78,2.74,11.86,17,6
0P0000OO20,IE00B5BMR087,iShares Core S&P 500 UCITS ETF USD (Acc),2010-05-19,US Large-Cap Blend Equity,5.0,2.0,5.0,157.03,300.35,19.42,3.1,2.26,13.08,1.97,9.24,11.25,6.92,7.58,6.68,8.88,26.75,14.77,99.77,0.0,0.23,0.0,2.28,11.0,13.14,7.37,11.04,8.94,24.17,48.61,34.7,16.11,0.58,0.0,0.07,0.0,3.83,10.8,7.9,22.54,9.12,0.18,17.78,1.89,0.11,0.07,2.41,2.19,0.0,0.12,0.75,1.62,0.67,303.39,39461730000.0,41119220000.0,12.58,12.93,17.05,26.75,0.06,10.96,32.09,5.22,17.62,-12.47,1.13,5.24,6.69,11.63,-12.37,8.26,11.08,-5.05,6.17,0.93,-1.11,4.71,9.28,7.56,9.03,3.06,11.45,17,6
0P0000OO21,IE00B5BMR087,iShares Core S&P 500 UCITS ETF USD (Acc),2010-05-19,US Large-Cap Blend Equity,5.0,2.0,5.0,157.03,300.35,19.42,3.1,2.26,13.08,1.97,9.24,11.25,6.92,7.58,6.68,8.88,26.75,14.77,99.77,0.0,0.23,0.0,2.28,11.0,13.14,7.37,11.04,8.94,24.17,48.61,34.7,16.11,0.58,0.0,0.07,0.0,3.83,10.8,7.9,22.54,9.12,0.18,17.78,1.89,0.11,0.07,2.41,2.19,0.0,0.12,0.75,1.62,0.67,303.44,39461730000.0,41119220000.0,11.75,12.94,17.04,26.96,0.05,10.93,32.99,5.33,17.48,-13.05,1.89,5.24,6.68,10.98,-11.82,8.22,11.11,-5.63,6.79,0.94,-1.09,4.04,9.93,7.56,9.03,3.16,11.36,17,6
0P0000OO6D,LU0489337690,Xtrackers FTSE Developed Europe Real Estate UCITS ETF 1C,2010-03-25,Property - Indirect Europe,3.0,3.0,3.0,150.05,159.73,12.95,0.72,6.57,14.43,4.41,5.51,-8.82,3.18,5.46,6.71,3.4,7.88,9.69,95.49,0.0,0.01,4.51,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,26.46,59.87,12.83,0.83,0.33,0.13,3.03,4.1,5.56,14.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,463020000.0,463020000.0,-9.13,2.43,6.59,22.4,-7.91,17.11,8.99,1.51,9.58,-23.21,4.29,7.36,-0.68,10.06,-8.82,-0.91,6.56,-4.34,6.81,1.39,6.67,1.38,-4.57,8.01,1.8,3.87,3.27,16,7
0P0000OO6F,LU0476289466,Xtrackers MSCI Mexico UCITS ETF 1C,2010-03-26,Other Equity,3.0,3.0,3.0,134.99,300.56,12.21,1.69,1.02,8.65,3.81,11.08,9.8,3.09,1.53,3.54,4.07,16.73,8.37,100.0,0.0,0.0,0.0,16.98,0.0,12.43,33.75,23.28,9.75,0.0,44.53,37.52,17.94,0.0,0.0,0.65,0.45,8.36,10.23,8.17,27.1,0.0,1.07,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,51230000.0,51230000.0,-12.68,-6.67,-1.48,5.98,-8.64,3.11,9.17,-0.81,10.19,-30.19,-1.46,1.5,4.16,1.72,-16.58,11.27,-1.74,0.16,-10.3,-1.72,2.26,14.37,-3.65,1.59,-0.37,11.97,1.02,12,11
0P0000OO6G,LU0476289540,Xtrackers MSCI Canada UCITS ETF 1C,2010-03-26,Canada Equity,2.0,5.0,2.0,151.54,278.38,14.16,1.56,1.56,9.7,3.75,5.94,12.44,6.85,6.01,7.88,2.9,11.45,7.09,100.0,0.0,0.0,0.0,13.54,3.51,35.58,5.45,3.0,10.93,10.43,54.84,33.41,11.75,0.0,0.0,0.39742,0.15,6.51,10.72,6.96,24.19,3.17,0.0,1.95,0.0,0.0,0.0,0.27,3.61,0.0,1.6,0.41,2.08,0.0,55.38,264390000.0,264390000.0,-1.86,1.51,10.16,21.31,-12.17,5.41,47.67,2.58,18.51,-21.17,-3.08,4.39,6.7,12.37,-13.31,2.32,11.94,-11.55,3.41,5.09,-3.88,0.92,8.67,8.08,11.47,12.79,-1.02,14,9
0P0000OO7R,LU0489337690,Xtrackers FTSE Developed Europe Real Estate UCITS ETF 1C,2010-03-25,Property - Indirect Europe,3.0,3.0,3.0,150.05,159.73,12.95,0.72,6.57,14.43,4.41,5.51,-8.82,3.18,5.46,6.71,3.4,7.88,9.69,95.49,0.0,0.01,4.51,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,26.46,59.87,12.83,0.83,0.33,0.13,3.03,4.1,5.56,14.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.5,463020000.0,463020000.0,-9.45,2.47,6.58,22.1,-7.09,16.56,10.22,1.7,9.66,-23.51,4.37,7.8,-0.69,9.28,-8.16,-0.94,6.33,-3.95,6.61,1.46,6.63,1.06,-4.1,7.27,2.55,4.47,2.21,16,7
0P0000OO7T,LU0476289540,Xtrackers MSCI Canada UCITS ETF 1C,2010-03-26,Canada Equity,2.0,5.0,2.0,151.54,278.38,14.16,1.56,1.56,9.7,3.75,5.94,12.44,6.85,6.01,7.88,2.9,11.45,7.09,100.0,0.0,0.0,0.0,13.54,3.51,35.58,5.45,3.0,10.93,10.43,54.84,33.41,11.75,0.0,0.0,0.39742,0.15,6.51,10.72,6.96,24.19,3.17,0.0,1.95,0.0,0.0,0.0,0.27,3.61,0.0,1.6,0.41,2.08,0.0,46.8,264390000.0,264390000.0,-2.59,1.48,10.12,23.08,-12.9,5.2,47.76,2.64,18.17,-21.67,-2.43,4.31,6.57,13.48,-14.03,2.36,11.94,-11.58,3.27,5.06,-3.81,0.81,8.76,8.14,11.3,12.87,-0.86,14,9
0P0000OO7U,LU0476289466,Xtrackers MSCI Mexico UCITS ETF 1C,2010-03-26,Other Equity,3.0,3.0,3.0,134.99,300.56,12.21,1.69,1.02,8.65,3.81,11.08,9.8,3.09,1.53,3.54,4.07,16.73,8.37,100.0,0.0,0.0,0.0,16.98,0.0,12.43,33.75,23.28,9.75,0.0,44.53,37.52,17.94,0.0,0.0,0.65,0.45,8.36,10.23,8.17,27.1,0.0,1.07,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.05,51230000.0,51230000.0,-13.14,-6.68,-1.48,6.84,-9.03,2.78,10.28,-0.67,10.31,-30.73,-1.16,1.43,4.31,2.17,-16.84,8.85,0.43,0.07,-10.25,-1.74,2.43,13.78,-3.09,0.89,0.35,12.4,0.28,14,9
0P0000OO7V,LU0476289466,Xtrackers MSCI Mexico UCITS ETF 1C,2010-03-26,Other Equity,3.0,3.0,3.0,134.99,300.56,12.21,1.69,1.02,8.65,3.81,11.08,9.8,3.09,1.53,3.54,4.07,16.73,8.37,100.0,0.0,0.0,0.0,16.98,0.0,12.43,33.75,23.28,9.75,0.0,44.53,37.52,17.94,0.0,0.0,0.65,0.45,8.36,10.23,8.17,27.1,0.0,1.07,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,51230000.0,51230000.0,-14.74,-6.71,-1.5,9.49,-9.45,2.92,8.25,-0.77,10.67,-32.25,0.89,1.35,4.28,2.68,-16.1,7.44,0.23,0.22,-10.42,-1.63,2.38,14.07,-3.45,1.5,-0.37,10.86,1.98,14,9
0P0000OO7W,LU0486851024,Xtrackers MSCI Europe Value UCITS ETF 1C,2010-03-26,Europe Large-Cap Value Equity,3.0,4.0,3.0,76.82,263.54,9.5,0.78,0.58,4.75,3.69,8.49,-5.1,1.09,6.59,3.02,1.95,5.39,4.4,99.69,0.0,0.0,0.31,7.96,12.08,15.87,12.8,3.82,15.02,6.64,36.71,48.64,14.23,0.42,0.0,0.25887,0.15,5.46,10.28,8.78,24.52,13.9,0.0,34.21,0.19,0.0,0.0,0.59,2.93,0.0,3.54,0.19,5.04,7.72,20.05,8590000.0,8590000.0,-9.13,-2.39,5.56,16.02,-12.96,14.08,21.9,-3.59,20.43,-28.24,4.3,1.25,2.4,7.29,-11.61,0.68,3.92,-5.88,2.93,2.76,2.04,5.7,9.5,9.17,3.39,-1.36,4.21,16,7
0P0000OO7X,LU0489337690,Xtrackers FTSE Developed Europe Real Estate UCITS ETF 1C,2010-03-25,Property - Indirect Europe,3.0,3.0,3.0,150.05,159.73,12.95,0.72,6.57,14.43,4.41,5.51,-8.82,3.18,5.46,6.71,3.4,7.88,9.69,95.49,0.0,0.01,4.51,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,26.46,59.87,12.83,0.83,0.33,0.13,3.03,4.1,5.56,14.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.16,463020000.0,463020000.0,-9.36,2.45,6.58,22.73,-7.92,17.5,8.64,1.81,11.83,-25.13,4.49,7.75,-0.94,10.04,-8.62,-0.92,5.89,-3.95,6.99,1.27,6.45,1.87,-4.99,8.01,2.06,3.74,3.28,16,7
0P0000OO7Z,LU0476289466,Xtrackers MSCI Mexico UCITS ETF 1C,2010-03-26,Other Equity,3.0,3.0,3.0,134.99,300.56,12.21,1.69,1.02,8.65,3.81,11.08,9.8,3.09,1.53,3.54,4.07,16.73,8.37,100.0,0.0,0.0,0.0,16.98,0.0,12.43,33.75,23.28,9.75,0.0,44.53,37.52,17.94,0.0,0.0,0.65,0.45,8.36,10.23,8.17,27.1,0.0,1.07,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,51230000.0,51230000.0,-15.06,-6.9,-1.53,9.73,-9.69,3.46,7.9,-0.06,13.29,-33.96,1.08,1.51,3.73,3.1,-17.36,9.97,-0.9,0.27,-10.02,-1.66,1.53,15.17,-4.01,1.84,-0.68,11.13,1.94,13,10
0P0000OO80,LU0476289540,Xtrackers MSCI Canada UCITS ETF 1C,2010-03-26,Canada Equity,2.0,5.0,2.0,151.54,278.38,14.16,1.56,1.56,9.7,3.75,5.94,12.44,6.85,6.01,7.88,2.9,11.45,7.09,100.0,0.0,0.0,0.0,13.54,3.51,35.58,5.45,3.0,10.93,10.43,54.84,33.41,11.75,0.0,0.0,0.39742,0.15,6.51,10.72,6.96,24.19,3.17,0.0,1.95,0.0,0.0,0.0,0.27,3.61,0.0,1.6,0.41,2.08,0.0,46.81,264390000.0,264390000.0,-2.4,1.56,10.18,22.72,-12.76,5.57,47.25,2.99,20.96,-23.44,-2.52,4.25,6.61,13.28,-13.89,2.46,11.62,-11.41,3.32,4.84,-3.55,1.06,8.46,8.06,11.37,12.81,-0.78,14,9
0P0000OO81,LU0486851024,Xtrackers MSCI Europe Value UCITS ETF 1C,2010-03-26,Europe Large-Cap Value Equity,3.0,4.0,3.0,76.82,263.54,9.5,0.78,0.58,4.75,3.69,8.49,-5.1,1.09,6.59,3.02,1.95,5.39,4.4,99.69,0.0,0.0,0.31,7.96,12.08,15.87,12.8,3.82,15.02,6.64,36.71,48.64,14.23,0.42,0.0,0.25887,0.15,5.46,10.28,8.78,24.52,13.9,0.0,34.21,0.19,0.0,0.0,0.59,2.93,0.0,3.54,0.19,5.04,7.72,20.05,8590000.0,8590000.0,-9.03,-2.35,5.65,16.22,-13.2,14.85,21.02,-3.43,22.5,-29.46,4.06,1.15,3.18,7.01,-11.58,0.72,2.87,-5.26,2.64,3.6,1.64,6.26,8.9,9.09,3.27,-1.36,4.32,16,7
0P0000OOBT,LU0496786574,Lyxor S&P 500 UCITS ETF - D-EUR,2010-03-26,US Large-Cap Blend Equity,5.0,2.0,5.0,158.64,301.04,19.59,3.16,2.31,13.13,1.95,9.24,11.26,6.92,7.58,6.68,8.96,26.87,14.86,100.0,0.0,0.0,0.0,2.3,11.34,12.78,7.49,11.15,8.75,24.2,49.03,34.42,15.98,0.56,0.0,0.15,0.15,3.83,10.81,7.9,22.54,9.12,0.18,17.78,1.89,0.11,0.07,2.41,2.19,0.0,0.12,0.75,1.62,0.67,30.88,3096810000.0,8570309999.0,12.85,13.18,17.31,27.19,0.06,11.38,32.34,5.43,17.45,-12.25,1.3,5.27,6.74,11.74,-12.39,8.17,11.17,-5.03,6.37,1.03,-1.08,4.78,9.3,7.7,8.92,3.22,11.69,17,6
0P0000OOBU,LU0136234068,UBS ETF - EURO STOXX 50 UCITS ETF (EUR) A-dis,2001-10-29,Eurozone Large-Cap Equity,3.0,4.0,3.0,156.35,312.2,14.63,1.47,1.16,9.09,2.76,11.04,-2.63,2.51,7.13,5.47,3.8,10.42,6.4,98.88,0.0,1.12,0.0,10.53,13.67,12.78,11.32,4.3,14.28,13.35,73.15,25.79,1.06,0.0,0.0,0.16,0.15,4.58,7.8,7.56,19.95,6.32,7.28,29.27,2.78,0.0,0.0,2.78,3.47,0.0,4.23,1.26,2.44,0.0,34.53,368370000.0,368370000.0,-0.39,1.89,8.68,22.02,-11.03,14.29,19.05,-0.83,20.92,-21.91,0.77,1.72,10.13,8.08,-11.21,0.98,5.68,-6.1,-1.48,4.76,3.31,7.2,8.11,9.57,2.41,-1.88,7.14,15,8
0P0000OOBY,LU0446734872,UBS ETF - MSCI Canada UCITS ETF (CAD) A-dis,2009-09-30,Canada Equity,3.0,3.0,3.0,149.43,278.68,14.16,1.55,1.53,9.59,3.8,5.94,12.47,6.86,6.05,7.8,2.89,11.47,7.12,99.67,0.0,0.33,0.0,13.42,3.6,35.82,5.47,2.99,10.98,10.15,54.96,33.71,11.34,0.0,0.0,0.48,0.33,6.52,10.72,6.95,24.19,3.19,0.0,1.97,0.0,0.0,0.0,0.28,3.63,0.0,1.6,0.41,2.09,0.0,27.23,1525970000.0,2853640000.0,-1.2,1.81,10.47,22.69,-8.55,13.1,39.84,2.69,18.77,-21.32,-2.97,4.32,6.73,13.57,-10.67,0.28,8.44,-5.87,4.63,5.5,-0.16,2.62,3.94,11.41,8.64,11.15,0.31,15,8
0P0000OOC0,LU0147308422,UBS ETF - MSCI EMU UCITS ETF (EUR) A-dis,2002-09-19,Eurozone Large-Cap Equity,4.0,3.0,4.0,148.25,275.97,14.34,1.32,0.97,7.89,2.6,10.44,-1.07,0.7,5.49,4.09,3.53,10.04,6.39,99.3,0.0,0.7,0.0,7.06,14.79,13.76,10.14,6.25,14.82,11.06,45.04,41.76,13.1,0.09,0.0,0.2,0.18,4.65,8.27,7.8,20.73,5.92,5.63,23.61,1.93,0.63,0.0,2.18,4.57,0.0,2.66,0.95,2.81,0.0,121.52,747040000.0,3890450000.0,1.16,1.75,9.25,18.82,-11.48,16.79,21.0,-0.16,20.6,-21.6,0.3,1.48,8.38,7.71,-12.26,1.29,3.53,-3.8,0.01,4.55,4.38,7.01,6.93,10.76,1.92,0.23,7.39,17,6
0P0000OOC3,LU0446734369,UBS ETF - MSCI EMU Value UCITS ETF (EUR) A-dis,2009-10-02,Eurozone Large-Cap Equity,2.0,5.0,2.0,86.96,264.48,10.54,0.87,0.63,5.0,3.77,10.14,-3.2,0.1,6.84,3.57,1.56,6.17,4.12,100.03,0.0,-0.03,0.0,7.58,9.88,22.91,5.72,5.23,18.01,1.0,39.91,44.74,15.18,0.18,0.0,0.27,0.25,5.51,8.95,8.57,23.02,8.45,1.8,20.02,0.45,0.68,0.0,0.84,8.55,0.0,5.13,0.45,5.39,0.0,32.95,50490000.0,50490000.0,-6.04,-3.3,6.05,14.56,-14.87,15.04,23.12,-2.68,34.98,-34.7,-0.32,1.73,5.99,6.58,-12.58,1.56,-0.04,-4.08,-0.56,4.6,3.43,6.93,11.92,10.25,1.5,-1.69,8.11,13,10
0P0000OOC4,LU0446734104,UBS ETF - MSCI Europe UCITS ETF (EUR) A-dis,2009-10-02,Europe Large-Cap Blend Equity,4.0,3.0,4.0,148.38,280.7,14.37,1.49,1.15,8.72,2.94,8.9,-1.24,1.15,7.87,3.33,5.0,14.19,9.47,99.85,0.0,0.01,0.15,7.8,10.07,15.29,14.46,5.32,14.03,6.85,45.75,40.98,13.21,0.06,0.0,0.22,0.2,4.77,9.33,7.79,21.91,13.78,4.03,33.66,1.28,0.5,0.0,1.49,2.37,0.0,1.38,1.14,2.65,1.32,62.6,343000000.0,418820000.0,-0.66,2.41,8.25,19.61,-9.92,14.59,18.0,-0.19,16.0,-19.07,1.71,0.64,7.07,9.14,-11.34,1.96,5.13,-5.21,1.32,3.1,3.6,5.88,4.52,8.88,5.01,-1.25,5.48,16,7
0P0000OOC6,LU0136240974,UBS ETF - MSCI Japan UCITS ETF (JPY) A-dis,2001-10-30,Japan Large-Cap Equity,3.0,2.0,3.0,146.53,286.08,17.8,1.19,0.88,8.4,2.75,9.43,-3.99,3.52,2.95,4.93,4.72,8.75,7.17,99.63,0.0,0.37,0.0,5.19,15.09,9.06,7.33,9.69,21.08,14.9,51.58,38.08,10.34,0.0,0.0,0.22,0.19,5.01,9.8,9.11,23.96,4.62,1.1,19.72,0.0,0.17,0.0,0.25,1.04,0.0,0.33,0.04,0.78,1.45,42.18,73469830000.0,270782530000.0,7.7,4.0,9.83,15.08,-8.86,13.31,22.11,2.33,12.53,-10.57,-1.16,6.73,3.22,5.68,-13.29,5.0,2.91,-2.72,7.44,0.75,0.76,3.89,3.55,12.88,7.96,-3.24,10.87,16,7
0P0000OOC8,LU0446734526,UBS ETF - MSCI Pacific (ex Japan) UCITS ETF (USD) A-dis,2009-10-02,Pacific ex-Japan Equity,3.0,3.0,3.0,119.08,305.97,15.99,1.41,2.46,9.25,4.73,5.57,-6.93,1.2,3.0,3.98,3.61,10.83,8.03,99.42,0.0,0.58,0.0,11.05,5.27,36.77,5.34,3.33,8.76,1.75,53.71,40.15,6.13,0.0,0.0,0.31,0.3,5.32,9.78,8.05,23.22,0.56,0.85,8.72,0.0,3.59,0.0,0.26,0.99,0.4,0.0,0.26,7.85,0.0,36.06,115410000.0,127440000.0,-1.28,2.28,11.22,14.66,-5.33,15.11,27.47,-2.28,18.2,-21.26,-1.21,-2.25,7.61,10.34,-6.17,0.05,8.22,-6.81,5.68,0.7,-2.8,11.29,0.88,11.89,8.51,4.08,11.28,14,9
0P0000OOCA,LU0136234654,UBS ETF - MSCI USA UCITS ETF (USD) A-dis,2001-10-29,US Large-Cap Blend Equity,4.0,3.0,4.0,162.76,293.68,19.71,3.13,2.31,13.33,1.91,9.36,10.8,7.01,7.15,6.57,8.28,25.13,13.78,99.62,0.0,0.38,0.0,2.31,11.56,12.74,6.95,11.27,8.65,24.36,46.12,34.58,18.84,0.46,0.0,0.14,0.14,3.78,10.95,7.94,22.78,8.58,0.2,17.02,1.75,0.15,0.07,2.31,2.12,0.0,0.12,0.76,1.57,0.63,292.67,621240000.0,621760000.0,11.91,12.84,16.75,28.15,-1.54,11.04,32.13,3.52,19.19,-15.03,3.13,4.6,6.22,11.84,-12.67,8.42,10.27,-5.7,7.25,0.81,-1.02,3.75,9.65,7.73,8.93,2.68,11.23,17,6
0P0000OOCC,LU0340285161,UBS ETF - MSCI World UCITS ETF (USD) A-dis,2008-06-25,Global Large-Cap Blend Equity,4.0,3.0,4.0,156.93,290.32,17.91,2.2,1.73,11.52,2.32,9.04,4.78,4.36,6.51,5.18,7.03,20.67,12.03,99.76,0.0,0.21,0.03,4.25,11.03,14.53,8.32,9.42,10.75,19.06,46.85,36.36,16.47,0.33,0.0,0.31,0.3,4.21,10.51,7.98,22.78,8.83,1.01,19.57,1.4,0.34,0.04,1.84,2.07,0.01,0.42,0.74,1.93,0.77,213.62,955010000.0,955010000.0,9.03,9.0,13.81,23.28,-4.15,9.89,29.05,3.94,17.67,-14.61,0.77,3.93,6.49,10.54,-12.15,5.77,8.79,-5.18,4.98,1.4,-0.12,3.36,8.65,9.51,6.18,2.14,10.55,17,6
0P0000OOCE,IE00B3BPCH51,Invesco EuroMTS Cash 3 Months UCITS ETF,2008-10-10,EUR Money Market,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,49.97,50.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.32,33450000.0,33450000.0,5.5,-0.21,4.31,-6.13,0.45,3.21,15.26,-0.37,2.76,4.16,-4.32,-1.32,3.64,-4.07,0.71,0.45,0.8,-1.49,0.59,0.35,2.36,-0.1,-1.39,3.92,4.78,7.35,-0.03,13,10
0P0000OODR,IE00B3DWVS88,Invesco MSCI Emerging Markets UCITS ETF,2010-04-26,Global Emerging Markets Equity,3.0,3.0,3.0,149.25,349.48,13.89,1.6,1.31,8.53,2.89,8.73,4.98,8.28,3.16,8.42,6.86,15.09,10.92,99.95,0.0,0.0,0.05,6.94,18.78,17.03,6.41,14.62,4.12,18.63,58.58,30.67,10.48,0.27,0.0,0.54,0.29,6.0,10.61,9.54,27.12,2.86,1.04,5.25,0.11,0.1,0.03,0.11,0.16,0.4,0.05,0.07,1.05,0.37,52.41,555450000.0,555450000.0,8.85,3.52,13.07,11.97,-8.0,23.7,32.34,5.62,17.38,-18.13,3.53,-1.29,3.36,6.0,-4.27,0.25,-3.37,-0.8,4.85,4.67,2.12,10.36,-0.48,13.04,7.66,9.27,2.87,15,8
0P0000OODS,IE00B3YCGJ38,Invesco S&P 500 UCITS ETF,2010-05-20,US Large-Cap Blend Equity,5.0,3.0,5.0,158.64,301.04,19.59,3.16,2.31,13.13,1.95,9.24,11.26,6.92,7.58,6.68,8.96,26.87,14.86,100.0,0.0,0.0,0.0,2.3,11.34,12.78,7.49,11.15,8.75,24.2,49.03,34.42,15.98,0.56,0.0,0.05,0.05,3.83,10.81,7.9,22.54,9.12,0.18,17.78,1.89,0.11,0.07,2.41,2.19,0.0,0.12,0.75,1.62,0.67,661.21,8905030000.0,10921850000.0,13.01,13.23,17.23,25.81,0.7,11.09,32.91,5.36,17.58,-12.15,1.09,5.32,6.75,10.7,-11.51,8.37,11.07,-5.45,6.8,0.91,-1.07,4.21,9.71,7.69,8.92,3.28,11.21,17,6
0P0000OODT,LU0378434582,ComStage STOXX® Europe 600 UCITS ETF,2008-09-03,Europe Large-Cap Blend Equity,4.0,3.0,4.0,157.88,273.09,14.9,1.58,1.22,9.27,2.81,9.11,-1.95,1.07,7.09,3.89,5.35,14.61,10.05,99.82,0.0,0.0,0.18,9.06,9.55,14.19,13.97,5.38,14.2,7.48,43.33,38.03,18.41,0.22,0.0,0.2,0.025,4.69,9.18,7.67,21.67,12.96,3.66,32.42,1.2,0.49,0.0,1.48,2.16,0.03,1.27,1.13,2.34,1.24,78.63,267990000.0,267990000.0,-0.12,2.69,8.36,22.5,-11.69,21.63,12.01,0.54,18.51,-20.72,1.97,1.76,7.3,10.03,-13.04,2.68,3.19,-4.16,2.81,1.22,4.35,12.0,-1.23,16.26,-4.24,1.85,3.58,16,7
0P0000OOE6,LU0378434236,ComStage EURO STOXX® Select Dividend 30 UCITS ETF,2008-09-01,Eurozone Large-Cap Equity,2.0,5.0,2.0,73.79,227.8,9.45,0.7,0.59,5.12,5.78,9.37,3.51,0.7,6.53,5.68,3.58,9.97,9.49,99.95,0.0,0.05,0.0,6.35,14.69,26.64,7.89,9.26,9.32,0.0,22.4,41.85,35.75,0.0,0.0,0.25,0.038,4.93,7.01,8.05,19.99,0.0,0.0,14.48,0.0,0.0,0.0,0.0,3.18,0.0,3.68,0.0,2.63,0.0,31.63,62000000.0,62000000.0,-17.84,-6.33,4.07,16.58,-13.55,18.89,18.85,-0.03,9.59,-31.61,1.06,2.92,4.89,6.86,-10.03,-1.36,3.55,-5.92,1.31,1.65,9.65,5.29,9.03,13.98,-11.1,7.57,0.01,16,7
0P0000OOE8,LU0392496856,ComStage EURO STOXX 50® Daily Short UCITS ETF,2008-12-05,Trading - Leveraged/Inverse Equity,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.19,11160000.0,11160000.0,0.55,-7.28,-6.71,-30.45,14.17,-12.44,7.03,-1.25,-15.1,31.6,-9.79,-5.56,-3.16,-15.69,15.04,-0.94,-4.97,5.43,-0.86,-2.05,-3.61,-6.45,-9.04,-4.67,14.74,7.57,-9.49,6,17
0P0000OOE9,LU0392496930,ComStage EURO STOXX 50® Daily Leverage UCITS ETF,2008-12-05,Trading - Leveraged/Inverse Equity,3.0,3.0,3.0,158.64,301.04,15.65,1.66,1.33,9.25,2.65,9.15,3.51,4.21,5.98,5.2,5.21,14.32,9.69,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.16,8039999.0,8039999.0,-16.29,-2.29,7.78,58.16,-28.72,45.61,1.44,-2.29,38.22,-45.23,5.35,5.68,15.9,22.57,-24.65,-4.36,11.23,-11.07,2.76,0.35,20.54,17.13,5.32,4.05,11.38,-16.9,22.33,15,8
